URL,Overall_Score,Make fewer HTTP requests,Use a Content Delivery Network (CDN),Avoid empty src or href,Add Expires headers,Compress components with gzip,Put CSS at top,Put JavaScript at bottom,Avoid CSS expressions,Reduce DNS lookups,Minify JavaScript and CSS,Avoid URL redirects,Remove duplicate JavaScript and CSS,Configure entity tags (ETags),Make AJAX cacheable,Use GET for AJAX requests,Reduce the number of DOM elements,Avoid HTTP 404 (Not Found) error,Reduce cookie size,Use cookie-free domains,Avoid AlphaImageLoader filter,Do not scale images in HTML,Make favicon small and cacheable$
http://amrita.vlab.co.in/?sub=3&amp;brch=277&amp;sim=1491&amp;cnt=1/,C(73),D(68),F(0),A(100),F(0),F(1),A(100),A(100),B(88),C(75),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=277&amp;sim=1491&amp;cnt=2,C(73),D(68),F(0),A(100),F(0),F(1),A(100),A(100),B(88),C(75),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=277&amp;sim=1491&amp;cnt=3,C(73),D(68),F(0),A(100),F(0),F(1),A(100),A(100),B(88),C(75),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=277&amp;sim=1491&amp;cnt=4,C(73),D(68),F(0),A(100),F(0),F(1),A(100),A(100),B(88),C(75),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=277&amp;sim=1491&amp;cnt=5,C(79),D(68),F(0),A(100),F(0),B(89),A(100),A(100),B(88),C(75),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=277&amp;sim=1491&amp;cnt=6,C(73),D(68),F(0),A(100),F(0),F(1),A(100),A(100),B(88),C(75),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=277&amp;sim=1491&amp;cnt=7,C(74),D(68),F(0),A(100),F(0),F(12),A(100),A(100),B(88),B(80),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=277&amp;sim=1492&amp;cnt=1/,C(74),D(68),F(0),A(100),F(0),F(12),A(100),A(100),B(88),B(80),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=277&amp;sim=1492&amp;cnt=2,C(79),D(68),F(0),A(100),F(0),B(89),A(100),A(100),B(88),B(80),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=277&amp;sim=1492&amp;cnt=3,C(74),D(68),F(0),A(100),F(0),F(12),A(100),A(100),B(88),B(80),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=277&amp;sim=1492&amp;cnt=4,C(73),D(68),F(0),A(100),F(0),F(1),A(100),A(100),B(88),C(75),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=277&amp;sim=1492&amp;cnt=5,C(74),D(68),F(0),A(100),F(0),F(12),A(100),A(100),B(88),B(80),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=277&amp;sim=1492&amp;cnt=6,C(74),D(68),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(95),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=277&amp;sim=1492&amp;cnt=7,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=277&amp;sim=1498&amp;cnt=1/,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(90),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=277&amp;sim=1498&amp;cnt=2,C(73),D(68),F(0),A(100),F(0),F(1),A(100),A(100),B(88),C(75),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=277&amp;sim=1498&amp;cnt=3,C(73),D(68),F(0),A(100),F(0),F(1),A(100),A(100),B(88),C(75),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=277&amp;sim=1498&amp;cnt=4,B(80),D(68),F(0),A(100),F(0),A(100),A(100),A(100),B(88),B(80),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(40),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=277&amp;sim=1498&amp;cnt=5,C(73),D(68),F(0),A(100),F(0),F(1),A(100),A(100),B(88),B(80),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=277&amp;sim=1498&amp;cnt=6,C(74),D(68),F(0),A(100),F(0),F(1),A(100),A(100),A(100),B(85),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=277&amp;sim=1498&amp;cnt=7,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=277&amp;sim=1497&amp;cnt=1/,B(80),D(68),F(0),A(100),F(0),B(89),A(100),A(100),A(100),A(95),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(35),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=277&amp;sim=1497&amp;cnt=2,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(40),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=277&amp;sim=1497&amp;cnt=3,C(73),D(68),F(0),A(100),F(0),F(1),A(100),A(100),A(100),B(85),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(35),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=277&amp;sim=1497&amp;cnt=4,C(73),D(68),F(0),A(100),F(0),F(1),A(100),A(100),B(88),C(75),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=277&amp;sim=1497&amp;cnt=5,B(80),D(68),F(0),A(100),F(0),A(100),A(100),A(100),B(88),B(80),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=277&amp;sim=1497&amp;cnt=6,C(79),D(68),F(0),A(100),F(0),B(89),A(100),A(100),B(88),C(75),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=277&amp;sim=1497&amp;cnt=7,C(73),D(68),F(0),A(100),F(0),F(1),A(100),A(100),B(88),C(75),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=277&amp;sim=1494&amp;cnt=1/,B(80),D(68),F(0),A(100),F(0),A(100),A(100),A(100),B(88),B(80),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=277&amp;sim=1494&amp;cnt=2,$
http://amrita.vlab.co.in/?sub=3&amp;brch=277&amp;sim=1494&amp;cnt=3,C(73),D(68),F(0),A(100),F(0),F(1),A(100),A(100),B(88),C(75),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=277&amp;sim=1494&amp;cnt=4,C(79),D(68),F(0),A(100),F(0),B(89),A(100),A(100),B(88),C(75),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=277&amp;sim=1494&amp;cnt=5,C(73),D(68),F(0),A(100),F(0),F(1),A(100),A(100),B(88),C(75),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=277&amp;sim=1494&amp;cnt=6,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=277&amp;sim=1494&amp;cnt=7,C(74),D(68),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(95),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1414&amp;cnt=1/,C(73),D(68),F(0),A(100),F(0),F(1),A(100),A(100),B(88),C(75),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1414&amp;cnt=2,C(74),D(68),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(95),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1414&amp;cnt=3,C(79),D(68),F(0),A(100),F(0),B(89),A(100),A(100),B(88),C(75),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1414&amp;cnt=3062,C(74),D(68),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(95),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1414&amp;cnt=5,C(74),D(68),F(0),A(100),F(0),F(12),A(100),A(100),B(88),B(80),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1414&amp;cnt=6,C(79),D(68),F(0),A(100),F(0),B(89),A(100),A(100),B(88),C(75),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1414&amp;cnt=7,C(73),D(68),F(0),A(100),F(0),F(1),A(100),A(100),B(88),C(75),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1430&amp;cnt=1/,C(73),D(68),F(0),A(100),F(0),F(1),A(100),A(100),B(88),C(75),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1430&amp;cnt=2,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1430&amp;cnt=3,C(73),D(68),F(0),A(100),F(0),F(1),A(100),A(100),B(88),C(75),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1430&amp;cnt=3089,C(73),D(68),F(0),A(100),F(0),F(1),A(100),A(100),B(88),C(75),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1430&amp;cnt=5,C(73),D(68),F(0),A(100),F(0),F(1),A(100),A(100),B(88),B(80),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1430&amp;cnt=6,C(74),D(68),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(95),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1430&amp;cnt=7,C(73),D(68),F(0),A(100),F(0),F(1),A(100),A(100),B(88),C(75),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1413&amp;cnt=1/,C(73),D(68),F(0),A(100),F(0),F(1),A(100),A(100),B(88),C(75),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1413&amp;cnt=2,B(80),D(68),F(0),A(100),F(0),B(89),A(100),A(100),A(100),A(95),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1413&amp;cnt=3,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1413&amp;cnt=3061,C(73),D(68),F(0),A(100),F(0),F(1),A(100),A(100),B(88),C(75),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1413&amp;cnt=5,C(74),D(68),F(0),A(100),F(0),F(12),A(100),A(100),B(88),B(80),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1413&amp;cnt=6,C(79),D(68),F(0),A(100),F(0),B(89),A(100),A(100),B(88),C(75),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1413&amp;cnt=7,C(73),D(68),F(0),A(100),F(0),F(1),A(100),A(100),B(88),B(80),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1411&amp;cnt=1/,C(73),D(68),F(0),A(100),F(0),F(1),A(100),A(100),B(88),C(75),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1411&amp;cnt=2,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1411&amp;cnt=3,C(74),D(68),F(0),A(100),F(0),F(12),A(100),A(100),B(88),B(80),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1411&amp;cnt=3060,C(79),D(68),F(0),A(100),F(0),B(89),A(100),A(100),B(88),C(75),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1411&amp;cnt=5,C(73),D(68),F(0),A(100),F(0),F(1),A(100),A(100),B(88),C(75),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1411&amp;cnt=6,C(74),D(68),F(0),A(100),F(0),F(12),A(100),A(100),B(88),B(80),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1411&amp;cnt=7,C(74),D(68),F(0),A(100),F(0),F(12),A(100),A(100),B(88),B(80),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1477&amp;cnt=1/,C(73),D(68),F(0),A(100),F(0),F(1),A(100),A(100),B(88),C(75),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1477&amp;cnt=2,C(73),D(68),F(0),A(100),F(0),F(1),A(100),A(100),B(88),C(75),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1477&amp;cnt=3,C(73),D(68),F(0),A(100),F(0),F(1),A(100),A(100),B(88),C(75),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1477&amp;cnt=4,C(73),D(68),F(0),A(100),F(0),F(1),A(100),A(100),B(88),C(75),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1477&amp;cnt=5,C(73),D(68),F(0),A(100),F(0),F(1),A(100),A(100),B(88),B(85),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1477&amp;cnt=6,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(40),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1477&amp;cnt=7,C(73),D(68),F(0),A(100),F(0),F(1),A(100),A(100),B(88),C(75),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1485&amp;cnt=1/,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1485&amp;cnt=2,C(73),D(68),F(0),A(100),F(0),F(1),A(100),A(100),B(88),C(75),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(35),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1485&amp;cnt=3,B(80),D(68),F(0),A(100),F(0),A(100),A(100),A(100),B(88),B(80),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1485&amp;cnt=4,B(80),D(68),F(0),A(100),F(0),B(89),A(100),A(100),A(100),A(95),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1485&amp;cnt=5,C(79),D(68),F(0),A(100),F(0),B(89),A(100),A(100),B(88),C(75),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1485&amp;cnt=6,C(79),D(68),F(0),A(100),F(0),B(89),A(100),A(100),B(88),C(75),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1485&amp;cnt=7,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(40),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1478&amp;cnt=1/,C(74),D(68),F(0),A(100),F(0),F(12),A(100),A(100),B(88),B(80),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1478&amp;cnt=2,C(73),D(68),F(0),A(100),F(0),F(1),A(100),A(100),B(88),C(75),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1478&amp;cnt=3,C(73),D(68),F(0),A(100),F(0),F(1),A(100),A(100),B(88),C(75),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1478&amp;cnt=4,C(73),D(68),F(0),A(100),F(0),F(1),A(100),A(100),B(88),C(75),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1478&amp;cnt=5,C(73),D(68),F(0),A(100),F(0),F(1),A(100),A(100),B(88),C(75),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1478&amp;cnt=6,C(73),D(68),F(0),A(100),F(0),F(1),A(100),A(100),B(88),C(75),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1478&amp;cnt=7,C(74),D(68),F(0),A(100),F(0),F(12),A(100),A(100),B(88),B(80),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1486&amp;cnt=1/,C(73),D(68),F(0),A(100),F(0),F(1),A(100),A(100),B(88),C(75),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1486&amp;cnt=2,C(79),D(68),F(0),A(100),F(0),B(89),A(100),A(100),B(88),C(75),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1486&amp;cnt=3,C(73),D(68),F(0),A(100),F(0),F(1),A(100),A(100),B(88),C(75),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1486&amp;cnt=4,B(80),C(72),F(0),A(100),F(0),B(89),A(100),A(100),A(100),A(90),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1486&amp;cnt=5,C(73),D(68),F(0),A(100),F(0),F(1),A(100),A(100),B(88),C(75),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1486&amp;cnt=6,C(74),D(68),F(0),A(100),F(0),F(12),A(100),A(100),B(88),B(80),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1486&amp;cnt=7,C(74),D(68),F(0),A(100),F(0),F(12),A(100),A(100),B(88),B(80),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;amp;brch=67&amp;amp;sim=1296&amp;amp;cnt=1,C(73),D(68),F(0),A(100),F(0),F(1),A(100),A(100),B(88),C(75),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1496&amp;cnt=1/,C(73),D(68),F(0),A(100),F(0),F(1),A(100),A(100),B(88),C(75),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1496&amp;cnt=2,C(79),D(68),F(0),A(100),F(0),B(89),A(100),A(100),B(88),C(75),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1496&amp;cnt=3,C(74),D(68),F(0),A(100),F(0),F(12),A(100),A(100),B(88),B(80),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1496&amp;cnt=4,C(73),D(68),F(0),A(100),F(0),F(1),A(100),A(100),B(88),C(75),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1496&amp;cnt=5,C(73),D(68),F(0),A(100),F(0),F(1),A(100),A(100),B(88),B(80),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://amrita.vlab.co.in/?sub=3&amp;brch=272&amp;sim=1496&amp;cnt=6,C(74),D(68),F(0),A(100),F(0),F(12),A(100),A(100),B(88),B(80),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
